"Step","HalfCheetahBulletEnv-v0_TD3_1_1637248392 - eval/.returns","HalfCheetahBulletEnv-v0_TD3_1_1637248392 - eval/.returns__MIN","HalfCheetahBulletEnv-v0_TD3_1_1637248392 - eval/.returns__MAX"
"210043","1593.1334789578739","1593.1334789578739","1593.1334789578739"
"215044","1695.9505307712848","1695.9505307712848","1695.9505307712848"
"220045","1655.531878262435","1655.531878262435","1655.531878262435"
"225046","1682.9736596443322","1682.9736596443322","1682.9736596443322"
"230047","1878.3483376611057","1878.3483376611057","1878.3483376611057"
"235048","2006.0769475861368","2006.0769475861368","2006.0769475861368"
"240049","1875.8255974320302","1875.8255974320302","1875.8255974320302"
"245050","2099.5763590539073","2099.5763590539073","2099.5763590539073"
"250051","2108.202740902574","2108.202740902574","2108.202740902574"
"255052","2157.235097377638","2157.235097377638","2157.235097377638"
"260053","2196.8044249010563","2196.8044249010563","2196.8044249010563"
"265054","2197.4716787403154","2197.4716787403154","2197.4716787403154"
"270055","2186.9617831200426","2186.9617831200426","2186.9617831200426"
"275056","2267.2280653935786","2267.2280653935786","2267.2280653935786"
"280057","2300.954390382788","2300.954390382788","2300.954390382788"
"285058","2232.08756660968","2232.08756660968","2232.08756660968"
"290059","2329.512979203276","2329.512979203276","2329.512979203276"
"295060","2146.653534311637","2146.653534311637","2146.653534311637"
"300061","2375.3562767418052","2375.3562767418052","2375.3562767418052"
"305062","2277.0734635661497","2277.0734635661497","2277.0734635661497"
"310063","2162.3648688221483","2162.3648688221483","2162.3648688221483"
"315064","2384.1397229802697","2384.1397229802697","2384.1397229802697"
"320065","2276.1732410817694","2276.1732410817694","2276.1732410817694"
"325066","2310.088810969843","2310.088810969843","2310.088810969843"
"330067","2403.7630464075587","2403.7630464075587","2403.7630464075587"
"335068","2393.0611226109245","2393.0611226109245","2393.0611226109245"
"340069","2335.518950832616","2335.518950832616","2335.518950832616"
"345070","2419.782289781443","2419.782289781443","2419.782289781443"
"350071","2400.8730486795084","2400.8730486795084","2400.8730486795084"
"355072","2386.24577244378","2386.24577244378","2386.24577244378"
"360073","2463.5388716041457","2463.5388716041457","2463.5388716041457"
"365074","2451.850649539875","2451.850649539875","2451.850649539875"
"370075","2460.1924582543984","2460.1924582543984","2460.1924582543984"
"375076","2472.4669670081994","2472.4669670081994","2472.4669670081994"
"380077","2502.405649178654","2502.405649178654","2502.405649178654"
"385078","2478.5979302284104","2478.5979302284104","2478.5979302284104"
"390079","2489.5000005513402","2489.5000005513402","2489.5000005513402"
"395080","2513.9062743042145","2513.9062743042145","2513.9062743042145"
"400081","2531.154107422385","2531.154107422385","2531.154107422385"
"405082","2531.3827471138334","2531.3827471138334","2531.3827471138334"
"410083","2589.1367073320425","2589.1367073320425","2589.1367073320425"
"415084","2608.5865983540234","2608.5865983540234","2608.5865983540234"
"420085","2574.9489709278864","2574.9489709278864","2574.9489709278864"
"425086","2584.0281778509157","2584.0281778509157","2584.0281778509157"
"430087","2557.1983981569024","2557.1983981569024","2557.1983981569024"
"435088","2513.0198090644617","2513.0198090644617","2513.0198090644617"
"440089","-1692.9963124763392","-1692.9963124763392","-1692.9963124763392"
"445090","-1703.1590152674457","-1703.1590152674457","-1703.1590152674457"
"450091","-1724.5383164744812","-1724.5383164744812","-1724.5383164744812"
"455092","691.2002047976791","691.2002047976791","691.2002047976791"
"460093","666.0863337032571","666.0863337032571","666.0863337032571"
"465094","39.388221155044675","39.388221155044675","39.388221155044675"
"470095","2052.766929820946","2052.766929820946","2052.766929820946"
"475096","2122.4690028100567","2122.4690028100567","2122.4690028100567"
"480097","2369.5196151217124","2369.5196151217124","2369.5196151217124"
"485098","2362.662345888888","2362.662345888888","2362.662345888888"
"490099","2424.900018350017","2424.900018350017","2424.900018350017"
"495100","2522.1665914555024","2522.1665914555024","2522.1665914555024"
"500101","2604.416531983583","2604.416531983583","2604.416531983583"
"505102","2510.7871997196203","2510.7871997196203","2510.7871997196203"
"510103","2551.0772478458766","2551.0772478458766","2551.0772478458766"
"515104","2553.6869235948298","2553.6869235948298","2553.6869235948298"
"520105","2580.656919224392","2580.656919224392","2580.656919224392"
"525106","2560.848748591169","2560.848748591169","2560.848748591169"
"530107","2597.8533047000865","2597.8533047000865","2597.8533047000865"
"535108","2571.570837235667","2571.570837235667","2571.570837235667"
"540109","2633.0783977381225","2633.0783977381225","2633.0783977381225"
"545110","2642.122791123885","2642.122791123885","2642.122791123885"
"550111","2612.7909729778485","2612.7909729778485","2612.7909729778485"
"555112","2644.32592127637","2644.32592127637","2644.32592127637"
"560113","2668.744779715258","2668.744779715258","2668.744779715258"
"565114","2644.5799880615477","2644.5799880615477","2644.5799880615477"
"570115","2611.2748591868276","2611.2748591868276","2611.2748591868276"
"575116","2672.1846731282867","2672.1846731282867","2672.1846731282867"
"580117","2633.1692790328552","2633.1692790328552","2633.1692790328552"
"585118","2691.428545772277","2691.428545772277","2691.428545772277"
"590119","2665.240679925361","2665.240679925361","2665.240679925361"
"595120","2651.7509366452496","2651.7509366452496","2651.7509366452496"
"600121","2638.7845605756365","2638.7845605756365","2638.7845605756365"
"605122","2685.579283064154","2685.579283064154","2685.579283064154"
"610123","2695.183464908582","2695.183464908582","2695.183464908582"
"615124","2640.7220947646547","2640.7220947646547","2640.7220947646547"
"620125","2700.489989014689","2700.489989014689","2700.489989014689"
"625126","2695.8866224501803","2695.8866224501803","2695.8866224501803"
"630127","2671.8916171496708","2671.8916171496708","2671.8916171496708"
"635128","2695.2053309001712","2695.2053309001712","2695.2053309001712"
"640129","2687.2629405909515","2687.2629405909515","2687.2629405909515"
"645130","2716.911809595009","2716.911809595009","2716.911809595009"
"650131","2695.415249393175","2695.415249393175","2695.415249393175"
"655132","2712.729586988825","2712.729586988825","2712.729586988825"
"660133","2724.371934940507","2724.371934940507","2724.371934940507"
"665134","2707.023578478941","2707.023578478941","2707.023578478941"
"670135","2699.4989503509705","2699.4989503509705","2699.4989503509705"
"675136","2729.697526071634","2729.697526071634","2729.697526071634"
"680137","2739.1285675707986","2739.1285675707986","2739.1285675707986"
"685138","2744.2379372336436","2744.2379372336436","2744.2379372336436"
"690139","2693.7907191335094","2693.7907191335094","2693.7907191335094"
"695140","2676.9036284089584","2676.9036284089584","2676.9036284089584"
"700141","2747.148382632232","2747.148382632232","2747.148382632232"
"705142","2732.5311555256208","2732.5311555256208","2732.5311555256208"
"710143","2734.0824170764286","2734.0824170764286","2734.0824170764286"
"715144","2683.190804630188","2683.190804630188","2683.190804630188"
"720145","2754.5509533799527","2754.5509533799527","2754.5509533799527"
"725146","2727.740580071095","2727.740580071095","2727.740580071095"
"730147","2740.3274674287486","2740.3274674287486","2740.3274674287486"
"735148","2704.911111900478","2704.911111900478","2704.911111900478"
"740149","2710.8752314026233","2710.8752314026233","2710.8752314026233"
"745150","2733.0791677764587","2733.0791677764587","2733.0791677764587"
"750151","2712.735151359038","2712.735151359038","2712.735151359038"
"755152","2745.307570655942","2745.307570655942","2745.307570655942"
"760153","2746.898293151524","2746.898293151524","2746.898293151524"
"765154","2718.5671872752064","2718.5671872752064","2718.5671872752064"
"770155","2730.111224493222","2730.111224493222","2730.111224493222"
"775156","2733.498129070587","2733.498129070587","2733.498129070587"
"780157","2739.6156895759655","2739.6156895759655","2739.6156895759655"
"785158","2772.033854876813","2772.033854876813","2772.033854876813"
"790159","2767.808697446078","2767.808697446078","2767.808697446078"
"795160","2762.6047147747195","2762.6047147747195","2762.6047147747195"
"800161","2748.347715462774","2748.347715462774","2748.347715462774"
"805162","2743.1979727584444","2743.1979727584444","2743.1979727584444"
"810163","2763.407635577169","2763.407635577169","2763.407635577169"
"815164","2770.2349724725996","2770.2349724725996","2770.2349724725996"
"820165","2758.6903645245434","2758.6903645245434","2758.6903645245434"
"825166","2739.25447113123","2739.25447113123","2739.25447113123"
"830167","2759.6645914278106","2759.6645914278106","2759.6645914278106"
"835168","2761.2317036235586","2761.2317036235586","2761.2317036235586"
"840169","2749.564051431296","2749.564051431296","2749.564051431296"
"845170","2762.3070671036576","2762.3070671036576","2762.3070671036576"
"850171","2777.8659018419394","2777.8659018419394","2777.8659018419394"
"855172","2797.6712529399465","2797.6712529399465","2797.6712529399465"
"860173","2779.8381102346953","2779.8381102346953","2779.8381102346953"
"865174","2786.345266429195","2786.345266429195","2786.345266429195"
"870175","2809.5007979797874","2809.5007979797874","2809.5007979797874"
"875176","2793.373067920834","2793.373067920834","2793.373067920834"
"880177","2798.639521795021","2798.639521795021","2798.639521795021"
"885178","2796.7899800393852","2796.7899800393852","2796.7899800393852"
"890179","2789.285897570584","2789.285897570584","2789.285897570584"
"895180","2793.69553484222","2793.69553484222","2793.69553484222"
"900181","2740.364966270089","2740.364966270089","2740.364966270089"
"905182","2800.94123759815","2800.94123759815","2800.94123759815"
"910183","2791.9003008785367","2791.9003008785367","2791.9003008785367"
"915184","2779.944516749917","2779.944516749917","2779.944516749917"
"920185","2791.951729195893","2791.951729195893","2791.951729195893"
"925186","2779.0587605499727","2779.0587605499727","2779.0587605499727"
"930187","2774.9922537150405","2774.9922537150405","2774.9922537150405"
"935188","2778.3098873845956","2778.3098873845956","2778.3098873845956"
"940189","2817.109913678158","2817.109913678158","2817.109913678158"
"945190","2805.3125133620256","2805.3125133620256","2805.3125133620256"
"950191","2816.3676510372","2816.3676510372","2816.3676510372"
"955192","2813.462443211886","2813.462443211886","2813.462443211886"
"960193","2799.337897318125","2799.337897318125","2799.337897318125"
"965194","2822.085942220002","2822.085942220002","2822.085942220002"
"970195","2778.0772664365486","2778.0772664365486","2778.0772664365486"
"975196","2808.597502954419","2808.597502954419","2808.597502954419"
"980197","2779.3611445387023","2779.3611445387023","2779.3611445387023"
"985198","2834.2623828827086","2834.2623828827086","2834.2623828827086"
"990199","2819.8443035694677","2819.8443035694677","2819.8443035694677"
"995200","2773.016443095079","2773.016443095079","2773.016443095079"
