"Step","HalfCheetahBulletEnv-v0_TD3_3_1637249298 - eval/.returns","HalfCheetahBulletEnv-v0_TD3_3_1637249298 - eval/.returns__MIN","HalfCheetahBulletEnv-v0_TD3_3_1637249298 - eval/.returns__MAX"
"825166","2133.300441927826","2133.300441927826","2133.300441927826"
"830167","2113.9193671164967","2113.9193671164967","2113.9193671164967"
"835168","2196.8288108247752","2196.8288108247752","2196.8288108247752"
"840169","2175.8913584960724","2175.8913584960724","2175.8913584960724"
"845170","2126.8111868065143","2126.8111868065143","2126.8111868065143"
"850171","2142.47104002124","2142.47104002124","2142.47104002124"
"855172","2205.2349910530543","2205.2349910530543","2205.2349910530543"
"860173","2186.1754999003374","2186.1754999003374","2186.1754999003374"
"865174","2179.974237528358","2179.974237528358","2179.974237528358"
"870175","2204.113593685567","2204.113593685567","2204.113593685567"
"875176","2205.647702311283","2205.647702311283","2205.647702311283"
"880177","2232.500594454437","2232.500594454437","2232.500594454437"
"885178","2218.2302237640274","2218.2302237640274","2218.2302237640274"
"890179","2226.813175475748","2226.813175475748","2226.813175475748"
"895180","2209.2273350180067","2209.2273350180067","2209.2273350180067"
"900181","2189.4000425635563","2189.4000425635563","2189.4000425635563"
"905182","2220.252770703848","2220.252770703848","2220.252770703848"
"910183","2200.155431604252","2200.155431604252","2200.155431604252"
"915184","2220.9345312516675","2220.9345312516675","2220.9345312516675"
"920185","2260.6451223929566","2260.6451223929566","2260.6451223929566"
"925186","2250.7623095653976","2250.7623095653976","2250.7623095653976"
"930187","2223.5546415991066","2223.5546415991066","2223.5546415991066"
"935188","2253.9726735199274","2253.9726735199274","2253.9726735199274"
"940189","2256.5343043730118","2256.5343043730118","2256.5343043730118"
"945190","2259.5600738373723","2259.5600738373723","2259.5600738373723"
"950191","2214.335325006202","2214.335325006202","2214.335325006202"
"955192","2271.5031052480767","2271.5031052480767","2271.5031052480767"
"960193","2272.329421421561","2272.329421421561","2272.329421421561"
"965194","2243.3788002949454","2243.3788002949454","2243.3788002949454"
"970195","2247.301706647372","2247.301706647372","2247.301706647372"
"975196","2264.3542772520454","2264.3542772520454","2264.3542772520454"
"980197","2259.0304865708504","2259.0304865708504","2259.0304865708504"
"985198","2263.482361735434","2263.482361735434","2263.482361735434"
"990199","2264.034000108457","2264.034000108457","2264.034000108457"
"995200","2282.531804935375","2282.531804935375","2282.531804935375"
