"Step","HalfCheetahBulletEnv-v0_TD3_2_1637231587 - eval/.returns","HalfCheetahBulletEnv-v0_TD3_2_1637231587 - eval/.returns__MIN","HalfCheetahBulletEnv-v0_TD3_2_1637231587 - eval/.returns__MAX"
"730147","2508.3057746476925","2508.3057746476925","2508.3057746476925"
"735148","2555.0309230298735","2555.0309230298735","2555.0309230298735"
"740149","2516.658752956229","2516.658752956229","2516.658752956229"
"745150","2562.0780034735494","2562.0780034735494","2562.0780034735494"
"750151","2499.520714506946","2499.520714506946","2499.520714506946"
"755152","2558.8197007312374","2558.8197007312374","2558.8197007312374"
"760153","2550.249823869362","2550.249823869362","2550.249823869362"
"765154","2563.994112137818","2563.994112137818","2563.994112137818"
"770155","2565.2374974840973","2565.2374974840973","2565.2374974840973"
"775156","2615.788474253431","2615.788474253431","2615.788474253431"
"780157","2597.2838473849597","2597.2838473849597","2597.2838473849597"
"785158","2601.9749338367333","2601.9749338367333","2601.9749338367333"
"790159","2619.5260213466363","2619.5260213466363","2619.5260213466363"
"795160","2593.856813244517","2593.856813244517","2593.856813244517"
"800161","2599.8097888068487","2599.8097888068487","2599.8097888068487"
"805162","2574.7428983077148","2574.7428983077148","2574.7428983077148"
"810163","2589.368053185264","2589.368053185264","2589.368053185264"
"815164","2605.228647672496","2605.228647672496","2605.228647672496"
"820165","2618.2986959952154","2618.2986959952154","2618.2986959952154"
"825166","2571.8300616326037","2571.8300616326037","2571.8300616326037"
"830167","2615.6733517735706","2615.6733517735706","2615.6733517735706"
"835168","2565.6367537938554","2565.6367537938554","2565.6367537938554"
"840169","2649.729887653071","2649.729887653071","2649.729887653071"
"845170","2569.6681917163924","2569.6681917163924","2569.6681917163924"
"850171","2606.977565773511","2606.977565773511","2606.977565773511"
"855172","2578.7185550427425","2578.7185550427425","2578.7185550427425"
"860173","2562.870978102296","2562.870978102296","2562.870978102296"
"865174","2615.3073121687507","2615.3073121687507","2615.3073121687507"
"870175","2615.2048174625515","2615.2048174625515","2615.2048174625515"
"875176","2530.752145911315","2530.752145911315","2530.752145911315"
"880177","2647.039796699545","2647.039796699545","2647.039796699545"
"885178","2615.6966249969078","2615.6966249969078","2615.6966249969078"
"890179","2628.6381170001923","2628.6381170001923","2628.6381170001923"
"895180","2606.911887516183","2606.911887516183","2606.911887516183"
"900181","2616.7960028842635","2616.7960028842635","2616.7960028842635"
"905182","2616.4163160817875","2616.4163160817875","2616.4163160817875"
"910183","2606.369315787057","2606.369315787057","2606.369315787057"
"915184","2631.9044719547906","2631.9044719547906","2631.9044719547906"
"920185","2675.514027416509","2675.514027416509","2675.514027416509"
"925186","2683.5821146178214","2683.5821146178214","2683.5821146178214"
"930187","2598.595190239487","2598.595190239487","2598.595190239487"
"935188","2588.3673394637403","2588.3673394637403","2588.3673394637403"
"940189","2596.3740789535264","2596.3740789535264","2596.3740789535264"
"945190","2640.1854988341834","2640.1854988341834","2640.1854988341834"
"950191","2622.856110839859","2622.856110839859","2622.856110839859"
"955192","2619.4805992306788","2619.4805992306788","2619.4805992306788"
"960193","2633.790292145305","2633.790292145305","2633.790292145305"
"965194","2663.8507927893106","2663.8507927893106","2663.8507927893106"
"970195","2685.2295993724733","2685.2295993724733","2685.2295993724733"
"975196","2612.024853432921","2612.024853432921","2612.024853432921"
"980197","2634.624571711165","2634.624571711165","2634.624571711165"
"985198","2689.366299043018","2689.366299043018","2689.366299043018"
"990199","2591.028912867513","2591.028912867513","2591.028912867513"
"995200","2643.848317486166","2643.848317486166","2643.848317486166"
